fecha_hora_original,fecha_hora_bolivia,fecha,hora,hz,estado_rango
2026-06-18T08:59:57Z,2026-06-18T08:59:57-04:00,18/06/2026,08:59:57,50.043,Normal
2026-06-18T08:59:58Z,2026-06-18T08:59:58-04:00,18/06/2026,08:59:58,50.044,Normal
2026-06-18T08:59:59Z,2026-06-18T08:59:59-04:00,18/06/2026,08:59:59,50.047,Normal
2026-06-18T09:00:00Z,2026-06-18T09:00:00-04:00,18/06/2026,09:00:00,50.049,Normal
2026-06-18T09:00:01Z,2026-06-18T09:00:01-04:00,18/06/2026,09:00:01,50.047,Normal
2026-06-18T09:00:02Z,2026-06-18T09:00:02-04:00,18/06/2026,09:00:02,50.043,Normal
2026-06-18T09:00:03Z,2026-06-18T09:00:03-04:00,18/06/2026,09:00:03,50.041,Normal
2026-06-18T09:00:04Z,2026-06-18T09:00:04-04:00,18/06/2026,09:00:04,50.039,Normal
2026-06-18T09:00:05Z,2026-06-18T09:00:05-04:00,18/06/2026,09:00:05,50.038,Normal
2026-06-18T09:00:06Z,2026-06-18T09:00:06-04:00,18/06/2026,09:00:06,50.038,Normal
2026-06-18T09:00:07Z,2026-06-18T09:00:07-04:00,18/06/2026,09:00:07,50.039,Normal
2026-06-18T09:00:08Z,2026-06-18T09:00:08-04:00,18/06/2026,09:00:08,50.039,Normal
2026-06-18T09:00:09Z,2026-06-18T09:00:09-04:00,18/06/2026,09:00:09,50.039,Normal
2026-06-18T09:00:10Z,2026-06-18T09:00:10-04:00,18/06/2026,09:00:10,50.039,Normal
2026-06-18T09:00:11Z,2026-06-18T09:00:11-04:00,18/06/2026,09:00:11,50.038,Normal
2026-06-18T09:00:12Z,2026-06-18T09:00:12-04:00,18/06/2026,09:00:12,50.038,Normal
2026-06-18T09:00:13Z,2026-06-18T09:00:13-04:00,18/06/2026,09:00:13,50.039,Normal
2026-06-18T09:00:14Z,2026-06-18T09:00:14-04:00,18/06/2026,09:00:14,50.039,Normal
2026-06-18T09:00:15Z,2026-06-18T09:00:15-04:00,18/06/2026,09:00:15,50.04,Normal
2026-06-18T09:00:16Z,2026-06-18T09:00:16-04:00,18/06/2026,09:00:16,50.039,Normal
2026-06-18T09:00:17Z,2026-06-18T09:00:17-04:00,18/06/2026,09:00:17,50.038,Normal
2026-06-18T09:00:18Z,2026-06-18T09:00:18-04:00,18/06/2026,09:00:18,50.037,Normal
2026-06-18T09:00:19Z,2026-06-18T09:00:19-04:00,18/06/2026,09:00:19,50.036,Normal
2026-06-18T09:00:20Z,2026-06-18T09:00:20-04:00,18/06/2026,09:00:20,50.036,Normal
2026-06-18T09:00:21Z,2026-06-18T09:00:21-04:00,18/06/2026,09:00:21,50.037,Normal
2026-06-18T09:00:22Z,2026-06-18T09:00:22-04:00,18/06/2026,09:00:22,50.037,Normal
2026-06-18T09:00:23Z,2026-06-18T09:00:23-04:00,18/06/2026,09:00:23,50.03,Normal
2026-06-18T09:00:24Z,2026-06-18T09:00:24-04:00,18/06/2026,09:00:24,50.011,Normal
2026-06-18T09:00:25Z,2026-06-18T09:00:25-04:00,18/06/2026,09:00:25,49.992,Normal
2026-06-18T09:00:26Z,2026-06-18T09:00:26-04:00,18/06/2026,09:00:26,49.98,Normal
2026-06-18T09:00:27Z,2026-06-18T09:00:27-04:00,18/06/2026,09:00:27,49.97,Normal
2026-06-18T09:00:28Z,2026-06-18T09:00:28-04:00,18/06/2026,09:00:28,49.961,Normal
2026-06-18T09:00:29Z,2026-06-18T09:00:29-04:00,18/06/2026,09:00:29,49.951,Normal
2026-06-18T09:00:30Z,2026-06-18T09:00:30-04:00,18/06/2026,09:00:30,49.94,Normal
2026-06-18T09:00:31Z,2026-06-18T09:00:31-04:00,18/06/2026,09:00:31,49.93,Normal
2026-06-18T09:00:32Z,2026-06-18T09:00:32-04:00,18/06/2026,09:00:32,49.925,Normal
2026-06-18T09:00:33Z,2026-06-18T09:00:33-04:00,18/06/2026,09:00:33,49.925,Normal
2026-06-18T09:00:34Z,2026-06-18T09:00:34-04:00,18/06/2026,09:00:34,49.929,Normal
2026-06-18T09:00:35Z,2026-06-18T09:00:35-04:00,18/06/2026,09:00:35,49.935,Normal
2026-06-18T09:00:36Z,2026-06-18T09:00:36-04:00,18/06/2026,09:00:36,49.942,Normal
2026-06-18T09:00:37Z,2026-06-18T09:00:37-04:00,18/06/2026,09:00:37,49.949,Normal
2026-06-18T09:00:38Z,2026-06-18T09:00:38-04:00,18/06/2026,09:00:38,49.954,Normal
2026-06-18T09:00:39Z,2026-06-18T09:00:39-04:00,18/06/2026,09:00:39,49.957,Normal
2026-06-18T09:00:40Z,2026-06-18T09:00:40-04:00,18/06/2026,09:00:40,49.957,Normal
2026-06-18T09:00:41Z,2026-06-18T09:00:41-04:00,18/06/2026,09:00:41,49.955,Normal
2026-06-18T09:00:42Z,2026-06-18T09:00:42-04:00,18/06/2026,09:00:42,49.938,Normal
2026-06-18T09:00:43Z,2026-06-18T09:00:43-04:00,18/06/2026,09:00:43,49.916,Normal
2026-06-18T09:00:44Z,2026-06-18T09:00:44-04:00,18/06/2026,09:00:44,49.892,Normal
2026-06-18T09:00:45Z,2026-06-18T09:00:45-04:00,18/06/2026,09:00:45,49.87,Normal
2026-06-18T09:00:46Z,2026-06-18T09:00:46-04:00,18/06/2026,09:00:46,49.859,Normal
2026-06-18T09:00:47Z,2026-06-18T09:00:47-04:00,18/06/2026,09:00:47,49.854,Normal
2026-06-18T09:00:48Z,2026-06-18T09:00:48-04:00,18/06/2026,09:00:48,49.86,Normal
2026-06-18T09:00:49Z,2026-06-18T09:00:49-04:00,18/06/2026,09:00:49,49.868,Normal
2026-06-18T09:00:50Z,2026-06-18T09:00:50-04:00,18/06/2026,09:00:50,49.869,Normal
2026-06-18T09:00:51Z,2026-06-18T09:00:51-04:00,18/06/2026,09:00:51,49.869,Normal
2026-06-18T09:00:52Z,2026-06-18T09:00:52-04:00,18/06/2026,09:00:52,49.867,Normal
2026-06-18T09:00:53Z,2026-06-18T09:00:53-04:00,18/06/2026,09:00:53,49.865,Normal
2026-06-18T09:00:54Z,2026-06-18T09:00:54-04:00,18/06/2026,09:00:54,49.863,Normal
2026-06-18T09:00:55Z,2026-06-18T09:00:55-04:00,18/06/2026,09:00:55,49.865,Normal
2026-06-18T09:00:56Z,2026-06-18T09:00:56-04:00,18/06/2026,09:00:56,49.868,Normal
2026-06-18T09:00:57Z,2026-06-18T09:00:57-04:00,18/06/2026,09:00:57,49.873,Normal
2026-06-18T09:00:58Z,2026-06-18T09:00:58-04:00,18/06/2026,09:00:58,49.879,Normal
2026-06-18T09:00:59Z,2026-06-18T09:00:59-04:00,18/06/2026,09:00:59,49.883,Normal
2026-06-18T09:01:00Z,2026-06-18T09:01:00-04:00,18/06/2026,09:01:00,49.885,Normal
2026-06-18T09:01:01Z,2026-06-18T09:01:01-04:00,18/06/2026,09:01:01,49.889,Normal
2026-06-18T09:01:02Z,2026-06-18T09:01:02-04:00,18/06/2026,09:01:02,49.889,Normal
