fecha_hora_original,fecha_hora_bolivia,fecha,hora,hz,estado_rango
2026-06-18T10:41:47Z,2026-06-18T10:41:47-04:00,18/06/2026,10:41:47,50.046,Normal
2026-06-18T10:41:48Z,2026-06-18T10:41:48-04:00,18/06/2026,10:41:48,50.031,Normal
2026-06-18T10:41:49Z,2026-06-18T10:41:49-04:00,18/06/2026,10:41:49,50.015,Normal
2026-06-18T10:41:50Z,2026-06-18T10:41:50-04:00,18/06/2026,10:41:50,50.0,Normal
2026-06-18T10:41:51Z,2026-06-18T10:41:51-04:00,18/06/2026,10:41:51,49.987,Normal
2026-06-18T10:41:52Z,2026-06-18T10:41:52-04:00,18/06/2026,10:41:52,49.979,Normal
2026-06-18T10:41:53Z,2026-06-18T10:41:53-04:00,18/06/2026,10:41:53,49.967,Normal
2026-06-18T10:41:54Z,2026-06-18T10:41:54-04:00,18/06/2026,10:41:54,49.961,Normal
2026-06-18T10:41:55Z,2026-06-18T10:41:55-04:00,18/06/2026,10:41:55,49.956,Normal
2026-06-18T10:41:56Z,2026-06-18T10:41:56-04:00,18/06/2026,10:41:56,49.946,Normal
2026-06-18T10:41:57Z,2026-06-18T10:41:57-04:00,18/06/2026,10:41:57,49.941,Normal
2026-06-18T10:41:58Z,2026-06-18T10:41:58-04:00,18/06/2026,10:41:58,49.941,Normal
2026-06-18T10:41:59Z,2026-06-18T10:41:59-04:00,18/06/2026,10:41:59,49.938,Normal
2026-06-18T10:42:00Z,2026-06-18T10:42:00-04:00,18/06/2026,10:42:00,49.94,Normal
2026-06-18T10:42:01Z,2026-06-18T10:42:01-04:00,18/06/2026,10:42:01,49.942,Normal
2026-06-18T10:42:02Z,2026-06-18T10:42:02-04:00,18/06/2026,10:42:02,49.944,Normal
2026-06-18T10:42:03Z,2026-06-18T10:42:03-04:00,18/06/2026,10:42:03,49.948,Normal
2026-06-18T10:42:04Z,2026-06-18T10:42:04-04:00,18/06/2026,10:42:04,49.951,Normal
2026-06-18T10:42:05Z,2026-06-18T10:42:05-04:00,18/06/2026,10:42:05,49.951,Normal
2026-06-18T10:42:06Z,2026-06-18T10:42:06-04:00,18/06/2026,10:42:06,49.95,Normal
2026-06-18T10:42:07Z,2026-06-18T10:42:07-04:00,18/06/2026,10:42:07,49.95,Normal
2026-06-18T10:42:08Z,2026-06-18T10:42:08-04:00,18/06/2026,10:42:08,49.956,Normal
2026-06-18T10:42:09Z,2026-06-18T10:42:09-04:00,18/06/2026,10:42:09,49.97,Normal
2026-06-18T10:42:10Z,2026-06-18T10:42:10-04:00,18/06/2026,10:42:10,49.982,Normal
2026-06-18T10:42:11Z,2026-06-18T10:42:11-04:00,18/06/2026,10:42:11,49.989,Normal
2026-06-18T10:42:12Z,2026-06-18T10:42:12-04:00,18/06/2026,10:42:12,49.993,Normal
2026-06-18T10:42:13Z,2026-06-18T10:42:13-04:00,18/06/2026,10:42:13,49.996,Normal
2026-06-18T10:42:14Z,2026-06-18T10:42:14-04:00,18/06/2026,10:42:14,49.999,Normal
2026-06-18T10:42:15Z,2026-06-18T10:42:15-04:00,18/06/2026,10:42:15,50.006,Normal
2026-06-18T10:42:16Z,2026-06-18T10:42:16-04:00,18/06/2026,10:42:16,50.012,Normal
2026-06-18T10:42:17Z,2026-06-18T10:42:17-04:00,18/06/2026,10:42:17,50.015,Normal
2026-06-18T10:42:18Z,2026-06-18T10:42:18-04:00,18/06/2026,10:42:18,50.019,Normal
2026-06-18T10:42:19Z,2026-06-18T10:42:19-04:00,18/06/2026,10:42:19,50.021,Normal
2026-06-18T10:42:20Z,2026-06-18T10:42:20-04:00,18/06/2026,10:42:20,50.022,Normal
2026-06-18T10:42:21Z,2026-06-18T10:42:21-04:00,18/06/2026,10:42:21,50.023,Normal
2026-06-18T10:42:22Z,2026-06-18T10:42:22-04:00,18/06/2026,10:42:22,50.022,Normal
2026-06-18T10:42:23Z,2026-06-18T10:42:23-04:00,18/06/2026,10:42:23,50.022,Normal
2026-06-18T10:42:24Z,2026-06-18T10:42:24-04:00,18/06/2026,10:42:24,50.021,Normal
2026-06-18T10:42:25Z,2026-06-18T10:42:25-04:00,18/06/2026,10:42:25,50.021,Normal
2026-06-18T10:42:26Z,2026-06-18T10:42:26-04:00,18/06/2026,10:42:26,50.022,Normal
2026-06-18T10:42:27Z,2026-06-18T10:42:27-04:00,18/06/2026,10:42:27,50.023,Normal
2026-06-18T10:42:28Z,2026-06-18T10:42:28-04:00,18/06/2026,10:42:28,50.023,Normal
2026-06-18T10:42:29Z,2026-06-18T10:42:29-04:00,18/06/2026,10:42:29,50.021,Normal
2026-06-18T10:42:30Z,2026-06-18T10:42:30-04:00,18/06/2026,10:42:30,50.019,Normal
2026-06-18T10:42:31Z,2026-06-18T10:42:31-04:00,18/06/2026,10:42:31,50.012,Normal
2026-06-18T10:42:32Z,2026-06-18T10:42:32-04:00,18/06/2026,10:42:32,50.009,Normal
2026-06-18T10:42:33Z,2026-06-18T10:42:33-04:00,18/06/2026,10:42:33,50.008,Normal
2026-06-18T10:42:34Z,2026-06-18T10:42:34-04:00,18/06/2026,10:42:34,50.007,Normal
2026-06-18T10:42:35Z,2026-06-18T10:42:35-04:00,18/06/2026,10:42:35,50.003,Normal
2026-06-18T10:42:36Z,2026-06-18T10:42:36-04:00,18/06/2026,10:42:36,50.001,Normal
2026-06-18T10:42:37Z,2026-06-18T10:42:37-04:00,18/06/2026,10:42:37,50.0,Normal
2026-06-18T10:42:38Z,2026-06-18T10:42:38-04:00,18/06/2026,10:42:38,50.002,Normal
2026-06-18T10:42:39Z,2026-06-18T10:42:39-04:00,18/06/2026,10:42:39,50.003,Normal
2026-06-18T10:42:40Z,2026-06-18T10:42:40-04:00,18/06/2026,10:42:40,49.999,Normal
2026-06-18T10:42:41Z,2026-06-18T10:42:41-04:00,18/06/2026,10:42:41,49.99,Normal
2026-06-18T10:42:42Z,2026-06-18T10:42:42-04:00,18/06/2026,10:42:42,49.978,Normal
2026-06-18T10:42:43Z,2026-06-18T10:42:43-04:00,18/06/2026,10:42:43,49.968,Normal
2026-06-18T10:42:44Z,2026-06-18T10:42:44-04:00,18/06/2026,10:42:44,49.961,Normal
2026-06-18T10:42:45Z,2026-06-18T10:42:45-04:00,18/06/2026,10:42:45,49.956,Normal
2026-06-18T10:42:46Z,2026-06-18T10:42:46-04:00,18/06/2026,10:42:46,49.951,Normal
2026-06-18T10:42:47Z,2026-06-18T10:42:47-04:00,18/06/2026,10:42:47,49.946,Normal
2026-06-18T10:42:48Z,2026-06-18T10:42:48-04:00,18/06/2026,10:42:48,49.949,Normal
2026-06-18T10:42:49Z,2026-06-18T10:42:49-04:00,18/06/2026,10:42:49,49.953,Normal
2026-06-18T10:42:50Z,2026-06-18T10:42:50-04:00,18/06/2026,10:42:50,49.954,Normal
2026-06-18T10:42:51Z,2026-06-18T10:42:51-04:00,18/06/2026,10:42:51,49.951,Normal
2026-06-18T10:42:52Z,2026-06-18T10:42:52-04:00,18/06/2026,10:42:52,49.944,Normal
2026-06-18T10:42:53Z,2026-06-18T10:42:53-04:00,18/06/2026,10:42:53,49.941,Normal
2026-06-18T10:42:54Z,2026-06-18T10:42:54-04:00,18/06/2026,10:42:54,49.943,Normal
2026-06-18T10:42:55Z,2026-06-18T10:42:55-04:00,18/06/2026,10:42:55,49.94,Normal
2026-06-18T10:42:56Z,2026-06-18T10:42:56-04:00,18/06/2026,10:42:56,49.936,Normal
2026-06-18T10:42:57Z,2026-06-18T10:42:57-04:00,18/06/2026,10:42:57,49.931,Normal
2026-06-18T10:42:58Z,2026-06-18T10:42:58-04:00,18/06/2026,10:42:58,49.93,Normal
2026-06-18T10:42:59Z,2026-06-18T10:42:59-04:00,18/06/2026,10:42:59,49.927,Normal
2026-06-18T10:43:01Z,2026-06-18T10:43:01-04:00,18/06/2026,10:43:01,49.92,Normal
2026-06-18T10:43:02Z,2026-06-18T10:43:02-04:00,18/06/2026,10:43:02,49.917,Normal
2026-06-18T10:43:03Z,2026-06-18T10:43:03-04:00,18/06/2026,10:43:03,49.921,Normal
2026-06-18T10:43:04Z,2026-06-18T10:43:04-04:00,18/06/2026,10:43:04,49.92,Normal
2026-06-18T10:43:05Z,2026-06-18T10:43:05-04:00,18/06/2026,10:43:05,49.922,Normal
2026-06-18T10:43:06Z,2026-06-18T10:43:06-04:00,18/06/2026,10:43:06,49.925,Normal
2026-06-18T10:43:07Z,2026-06-18T10:43:07-04:00,18/06/2026,10:43:07,49.928,Normal
2026-06-18T10:43:08Z,2026-06-18T10:43:08-04:00,18/06/2026,10:43:08,49.935,Normal
2026-06-18T10:43:09Z,2026-06-18T10:43:09-04:00,18/06/2026,10:43:09,49.94,Normal
2026-06-18T10:43:10Z,2026-06-18T10:43:10-04:00,18/06/2026,10:43:10,49.938,Normal
2026-06-18T10:43:11Z,2026-06-18T10:43:11-04:00,18/06/2026,10:43:11,49.938,Normal
2026-06-18T10:43:12Z,2026-06-18T10:43:12-04:00,18/06/2026,10:43:12,49.944,Normal
2026-06-18T10:43:13Z,2026-06-18T10:43:13-04:00,18/06/2026,10:43:13,49.946,Normal
2026-06-18T10:43:14Z,2026-06-18T10:43:14-04:00,18/06/2026,10:43:14,49.953,Normal
2026-06-18T10:43:15Z,2026-06-18T10:43:15-04:00,18/06/2026,10:43:15,49.962,Normal
2026-06-18T10:43:16Z,2026-06-18T10:43:16-04:00,18/06/2026,10:43:16,49.974,Normal
2026-06-18T10:43:17Z,2026-06-18T10:43:17-04:00,18/06/2026,10:43:17,49.986,Normal
2026-06-18T10:43:18Z,2026-06-18T10:43:18-04:00,18/06/2026,10:43:18,49.996,Normal
2026-06-18T10:43:19Z,2026-06-18T10:43:19-04:00,18/06/2026,10:43:19,50.0,Normal
2026-06-18T10:43:20Z,2026-06-18T10:43:20-04:00,18/06/2026,10:43:20,49.999,Normal
2026-06-18T10:43:21Z,2026-06-18T10:43:21-04:00,18/06/2026,10:43:21,49.999,Normal
2026-06-18T10:43:22Z,2026-06-18T10:43:22-04:00,18/06/2026,10:43:22,49.999,Normal
2026-06-18T10:43:23Z,2026-06-18T10:43:23-04:00,18/06/2026,10:43:23,49.998,Normal
2026-06-18T10:43:24Z,2026-06-18T10:43:24-04:00,18/06/2026,10:43:24,49.999,Normal
2026-06-18T10:43:25Z,2026-06-18T10:43:25-04:00,18/06/2026,10:43:25,50.0,Normal
2026-06-18T10:43:26Z,2026-06-18T10:43:26-04:00,18/06/2026,10:43:26,50.003,Normal
2026-06-18T10:43:27Z,2026-06-18T10:43:27-04:00,18/06/2026,10:43:27,50.008,Normal
2026-06-18T10:43:28Z,2026-06-18T10:43:28-04:00,18/06/2026,10:43:28,50.012,Normal
2026-06-18T10:43:29Z,2026-06-18T10:43:29-04:00,18/06/2026,10:43:29,50.015,Normal
2026-06-18T10:43:30Z,2026-06-18T10:43:30-04:00,18/06/2026,10:43:30,50.02,Normal
2026-06-18T10:43:31Z,2026-06-18T10:43:31-04:00,18/06/2026,10:43:31,50.026,Normal
2026-06-18T10:43:32Z,2026-06-18T10:43:32-04:00,18/06/2026,10:43:32,50.034,Normal
2026-06-18T10:43:33Z,2026-06-18T10:43:33-04:00,18/06/2026,10:43:33,50.034,Normal
2026-06-18T10:43:34Z,2026-06-18T10:43:34-04:00,18/06/2026,10:43:34,50.033,Normal
